district,market,price_lkr,year,month,usd_lkr_rate,food_inflation_yoy,quarter,agri_season,crisis_period,covid_lockdown,month_sin,month_cos,price_lag_1m,price_lag_2m,price_lag_3m,price_roll3m_mean,price_roll6m_mean,price_roll3m_std,price_mom_pct,rice_Rice (long grain),rice_Rice (medium grain),rice_Rice (red nadu),rice_Rice (red),rice_Rice (white),prov_Central,prov_Eastern,prov_North Central,prov_North Western,prov_Northern,prov_Sabaragamuwa,prov_Southern,prov_Uva,prov_Western
Matale,Matale,218.88,2024,8,299.0,0.8,3,1,0,0,-0.8660254037844385,-0.5000000000000004,220.5,221.76,219.49,220.58333333333334,220.29666666666665,1.1372921055442704,-0.73,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Matale,Matale,230.12,2024,9,298.0,0.9,3,1,0,0,-1.0,-1.8369701987210297e-16,218.88,220.5,221.76,220.38,220.365,1.4437451298619137,5.14,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Hanguranketha,224.5,2024,9,298.0,0.9,3,1,0,0,-1.0,-1.8369701987210297e-16,230.12,218.88,220.5,223.16666666666666,221.585,6.075996488917141,-2.44,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,230.97,2024,9,298.0,0.9,3,1,0,0,-1.0,-1.8369701987210297e-16,224.5,230.12,218.88,224.5,222.54166666666666,5.62000000000001,2.88,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kandy,Kandy,230.5,2024,10,298.0,0.8,4,0,0,0,-0.8660254037844386,0.5000000000000001,230.97,224.5,230.12,228.53,224.455,3.5158640474284657,-0.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Matale,Matale,227.55,2024,10,298.0,0.8,4,0,0,0,-0.8660254037844386,0.5000000000000001,230.5,230.97,224.5,228.65666666666667,225.91166666666666,3.607441383215172,-1.28,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Hanguranketha,224.5,2024,10,298.0,0.8,4,0,0,0,-0.8660254037844386,0.5000000000000001,227.55,230.5,230.97,229.67333333333332,227.08666666666667,1.853815884421474,-1.34,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Matale,Matale,239.0,2024,11,297.0,0.6,4,0,0,0,-0.5000000000000004,0.8660254037844384,224.5,227.55,230.5,227.51666666666665,228.0233333333333,3.000138885674043,6.46,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Hanguranketha,231.67,2024,11,297.0,0.6,4,0,0,0,-0.5000000000000004,0.8660254037844384,239.0,224.5,227.55,230.35,229.50333333333333,7.644769453685306,-3.07,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,246.25,2024,11,297.0,0.6,4,0,0,0,-0.5000000000000004,0.8660254037844384,231.67,239.0,224.5,231.72333333333333,230.69833333333335,7.250147124943964,6.29,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kandy,Kandy,240.0,2024,11,297.0,0.6,4,0,0,0,-0.5000000000000004,0.8660254037844384,246.25,231.67,239.0,238.97333333333333,233.245,7.290036579697848,-2.54,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Hanguranketha,241.67,2024,12,297.0,0.8,4,0,0,0,-2.4492935982947064e-16,1.0,240.0,246.25,231.67,239.30666666666664,234.82833333333335,7.314686140452826,0.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,255.88,2024,12,297.0,0.8,4,0,0,0,-2.4492935982947064e-16,1.0,241.67,240.0,246.25,242.64000000000001,237.1816666666667,3.2359388127711686,5.88,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kandy,Kandy,240.4,2024,12,297.0,0.8,4,0,0,0,-2.4492935982947064e-16,1.0,255.88,241.67,240.0,245.85,242.41166666666666,8.726276410932577,-6.05,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Matale,Matale,235.0,2025,1,299.0,1.0,1,0,0,0,0.49999999999999994,0.8660254037844387,240.4,255.88,241.67,245.98333333333335,242.64499999999998,8.594255833597911,-2.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Hanguranketha,230.0,2025,1,299.0,1.0,1,0,0,0,0.49999999999999994,0.8660254037844387,235.0,240.4,255.88,243.76,243.20000000000002,10.837933382338111,-2.13,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kandy,Kandy,247.5,2025,1,299.0,1.0,1,0,0,0,0.49999999999999994,0.8660254037844387,230.0,235.0,240.4,235.13333333333333,240.49166666666667,5.20128189327728,7.61,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kandy,Kandy,241.75,2025,2,300.0,1.2,1,0,0,0,0.8660254037844386,0.5000000000000001,247.5,230.0,235.0,237.5,241.74166666666667,9.01387818865998,-2.32,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Matale,Matale,231.98,2025,2,300.0,1.2,1,0,0,0,0.8660254037844386,0.5000000000000001,241.75,247.5,230.0,239.75,241.755,8.919781387455613,-4.04,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,244.44,2025,2,300.0,1.2,1,0,0,0,0.8660254037844386,0.5000000000000001,231.98,241.75,247.5,240.41,237.77166666666668,7.846292117936949,5.37,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Matale,Matale,231.8,2025,3,300.0,1.3,1,0,0,0,1.0,6.123233995736766e-17,244.44,231.98,241.75,239.39000000000001,238.44500000000002,6.556683612925041,-5.17,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Hanguranketha,230.0,2025,3,300.0,1.3,1,0,0,0,1.0,6.123233995736766e-17,231.8,244.44,231.98,236.07333333333335,237.91166666666666,7.2463048054393715,-0.78,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,232.08,2025,3,300.0,1.3,1,0,0,0,1.0,6.123233995736766e-17,230.0,231.8,244.44,235.41333333333333,237.91166666666666,7.868960117660645,0.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kandy,Kandy,235.6,2025,3,300.0,1.3,1,0,0,0,1.0,6.123233995736766e-17,232.08,230.0,231.8,231.29333333333332,235.34166666666667,1.1287751473765073,1.52,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kandy,Kandy,235.0,2025,4,300.0,1.5,2,1,0,0,0.8660254037844387,-0.4999999999999998,235.6,232.08,230.0,232.56000000000003,234.3166666666667,2.8306889620728826,-0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kandy,Kandy,232.0,2025,5,300.0,1.4,2,1,0,0,0.49999999999999994,-0.8660254037844387,235.0,235.6,232.08,234.2266666666667,234.82000000000002,1.8831179817882617,-1.28,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Matale,Matale,229.56,2025,5,300.0,1.4,2,1,0,0,0.49999999999999994,-0.8660254037844387,232.0,235.0,235.6,234.19999999999996,232.74666666666667,1.9287301521988485,-1.05,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kandy,Kandy,237.0,2025,6,300.0,1.3,2,1,0,0,1.2246467991473532e-16,-1.0,229.56,232.0,235.0,232.18666666666664,232.37333333333333,2.7247996868273727,3.24,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Matale,Matale,231.3,2025,6,300.0,1.3,2,1,0,0,1.2246467991473532e-16,-1.0,237.0,229.56,232.0,232.85333333333332,233.54,3.7926947324210696,-2.41,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kandy,Kandy,230.15,2025,7,301.0,1.2,3,1,0,0,-0.4999999999999997,-0.8660254037844388,231.3,237.0,229.56,232.62,233.41,3.8916834403637206,-0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Matale,Matale,229.67,2025,7,301.0,1.2,3,1,0,0,-0.4999999999999997,-0.8660254037844388,230.15,231.3,237.0,232.8166666666667,232.5016666666667,3.6682193682132063,-0.21,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kandy,Kandy,229.6,2025,8,302.0,1.1,3,1,0,0,-0.8660254037844385,-0.5000000000000004,229.67,230.15,231.3,230.37333333333333,231.61333333333334,0.8376355611688396,-0.03,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Matale,Matale,229.25,2025,8,302.0,1.1,3,1,0,0,-0.8660254037844385,-0.5000000000000004,229.6,229.67,230.15,229.80666666666664,231.21333333333334,0.29938826519191636,-0.15,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Hanguranketha,228.0,2025,8,302.0,1.1,3,1,0,0,-0.8660254037844385,-0.5000000000000004,229.25,229.6,229.67,229.50666666666666,231.16166666666666,0.2250185177593619,-0.55,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kandy,Kandy,229.84,2025,9,302.0,1.1,3,1,0,0,-1.0,-1.8369701987210297e-16,228.0,229.25,229.6,228.95000000000002,229.66166666666666,0.8411301920638131,0.81,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Matale,Matale,227.49,2025,9,302.0,1.1,3,1,0,0,-1.0,-1.8369701987210297e-16,229.84,228.0,229.25,229.02999999999997,229.41833333333332,0.9395211546321368,-1.02,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Hanguranketha,226.62,2025,9,302.0,1.1,3,1,0,0,-1.0,-1.8369701987210297e-16,227.49,229.84,228.0,228.4433333333333,228.975,1.2361364541727071,-0.38,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,227.75,2025,9,302.0,1.1,3,1,0,0,-1.0,-1.8369701987210297e-16,226.62,227.49,229.84,227.98333333333335,228.4666666666667,1.6657230662191969,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Hanguranketha,228.54,2023,7,316.0,-1.4,3,1,0,0,-0.4999999999999997,-0.8660254037844388,228.88,229.2,229.55,229.21,229.21,0.3351119216023325,-0.15,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kandy,Kandy,229.4,2023,8,320.0,-4.8,3,1,0,0,-0.8660254037844385,-0.5000000000000004,228.54,228.88,229.2,228.87333333333333,229.0425,0.330050501186332,0.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,229.2,2023,8,320.0,-4.8,3,1,0,0,-0.8660254037844385,-0.5000000000000004,229.4,228.54,228.88,228.93999999999997,229.11399999999998,0.4331281565541822,-0.09,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,229.9,2023,9,325.0,-5.2,3,1,0,0,-1.0,-1.8369701987210297e-16,229.2,229.4,228.54,229.04666666666665,229.12833333333333,0.45003703551303065,0.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,231.5,2023,9,325.0,-5.2,3,1,0,0,-1.0,-1.8369701987210297e-16,229.9,229.2,229.4,229.5,229.1866666666667,0.36055512754644653,0.7,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kandy,Kandy,232.35,2023,10,323.0,-5.2,4,0,0,0,-0.8660254037844386,0.5000000000000001,231.5,229.9,229.2,230.20000000000002,229.57000000000002,1.178982612255164,0.37,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,231.44,2023,10,323.0,-5.2,4,0,0,0,-0.8660254037844386,0.5000000000000001,232.35,231.5,229.9,231.25,230.1483333333333,1.2439855304624345,-0.39,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Hanguranketha,233.0,2023,10,323.0,-5.2,4,0,0,0,-0.8660254037844386,0.5000000000000001,231.44,232.35,231.5,231.76333333333332,230.63166666666666,0.5089531740083787,0.67,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,232.44,2023,10,323.0,-5.2,4,0,0,0,-0.8660254037844386,0.5000000000000001,233.0,231.44,232.35,232.26333333333332,231.23166666666668,0.7836027905343188,-0.24,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,235.0,2023,11,322.0,-3.6,4,0,0,0,-0.5000000000000004,0.8660254037844384,232.44,233.0,231.44,232.29333333333332,231.77166666666668,0.7902742140125603,1.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Hanguranketha,234.75,2023,11,322.0,-3.6,4,0,0,0,-0.5000000000000004,0.8660254037844384,235.0,232.44,233.0,233.48000000000002,232.62166666666667,1.3458083073007723,-0.11,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kandy,Kandy,245.75,2023,12,320.0,0.3,4,0,0,0,-2.4492935982947064e-16,1.0,234.75,235.0,232.44,234.06333333333336,233.16333333333333,1.4113941098548861,4.69,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,237.25,2023,12,320.0,0.3,4,0,0,0,-2.4492935982947064e-16,1.0,245.75,234.75,235.0,238.5,235.39666666666668,6.2799283435401785,-3.46,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,241.7,2023,12,320.0,0.3,4,0,0,0,-2.4492935982947064e-16,1.0,237.25,245.75,234.75,239.25,236.365,5.76628129733533,1.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kandy,Kandy,259.4,2024,1,315.0,3.3,1,0,0,0,0.49999999999999994,0.8660254037844387,241.7,237.25,245.75,241.5666666666667,237.81499999999997,4.251568338076235,7.32,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,251.33,2024,1,315.0,3.3,1,0,0,0,0.49999999999999994,0.8660254037844387,259.4,241.7,237.25,246.11666666666665,242.3083333333333,11.716903743452528,-3.11,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,255.04,2024,1,315.0,3.3,1,0,0,0,0.49999999999999994,0.8660254037844387,251.33,259.4,241.7,250.80999999999997,245.02999999999997,8.861450219913129,1.48,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,255.0,2024,3,305.0,3.8,1,0,0,0,1.0,6.123233995736766e-17,255.04,251.33,259.4,255.25666666666666,248.41166666666663,4.03936051044365,-0.02,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kandy,Kandy,256.0,2024,4,300.0,2.9,2,1,0,0,0.8660254037844387,-0.4999999999999998,255.0,255.04,251.33,253.79,249.9533333333333,2.130516369333586,0.39,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,257.83,2024,4,300.0,2.9,2,1,0,0,0.8660254037844387,-0.4999999999999998,256.0,255.0,255.04,255.34666666666666,253.0783333333333,0.5661566332136188,0.71,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,269.67,2024,4,300.0,2.9,2,1,0,0,0.8660254037844387,-0.4999999999999998,257.83,256.0,255.0,256.27666666666664,255.76666666666665,1.4351422693697566,4.59,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kandy,Kandy,254.0,2024,5,303.0,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,269.67,257.83,256.0,261.1666666666667,257.4783333333333,7.4207299730776075,-5.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,260.56,2024,5,303.0,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,254.0,269.67,257.83,260.5,257.92333333333335,8.169081955764607,2.58,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kandy,Kandy,261.0,2024,6,304.0,0.5,2,1,0,0,1.2246467991473532e-16,-1.0,260.56,254.0,269.67,261.41,258.8433333333333,7.86950443166525,0.17,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,260.56,2024,6,304.0,0.5,2,1,0,0,1.2246467991473532e-16,-1.0,261.0,260.56,254.0,258.52,259.8433333333333,3.9206121970935364,-0.17,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,275.0,2024,6,304.0,0.5,2,1,0,0,1.2246467991473532e-16,-1.0,260.56,261.0,260.56,260.70666666666665,260.60333333333335,0.2540341184409252,5.54,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,256.35,2024,7,304.0,0.7,3,1,0,0,-0.4999999999999997,-0.8660254037844388,275.0,260.56,261.0,265.52,263.465,8.212867952183267,-6.78,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Hanguranketha,260.0,2024,7,304.0,0.7,3,1,0,0,-0.4999999999999997,-0.8660254037844388,256.35,275.0,260.56,263.96999999999997,261.245,9.781446723261269,1.42,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,264.75,2024,7,304.0,0.7,3,1,0,0,-0.4999999999999997,-0.8660254037844388,260.0,256.35,275.0,263.78333333333336,262.245,9.883867326777102,1.83,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,249.69,2024,8,299.0,0.8,3,1,0,0,-0.8660254037844385,-0.5000000000000004,264.75,260.0,256.35,260.3666666666667,262.9433333333333,4.211986862910625,-5.69,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,254.06,2024,8,299.0,0.8,3,1,0,0,-0.8660254037844385,-0.5000000000000004,249.69,264.75,260.0,258.1466666666667,261.05833333333334,7.699157962617161,1.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,240.96,2024,9,298.0,0.9,3,1,0,0,-1.0,-1.8369701987210297e-16,254.06,249.69,264.75,256.1666666666667,259.97499999999997,7.747866372965585,-5.16,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,246.88,2024,9,298.0,0.9,3,1,0,0,-1.0,-1.8369701987210297e-16,240.96,254.06,249.69,248.23666666666668,254.30166666666665,6.669830082792955,2.46,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kandy,Kandy,250.0,2024,10,298.0,0.8,4,0,0,0,-0.8660254037844386,0.5000000000000001,246.88,240.96,254.06,247.29999999999998,252.72333333333336,6.560091462776752,1.26,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,236.5,2024,10,298.0,0.8,4,0,0,0,-0.8660254037844386,0.5000000000000001,250.0,246.88,240.96,245.9466666666667,251.0566666666667,4.59170266168548,-5.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,244.38,2024,11,297.0,0.6,4,0,0,0,-0.5000000000000004,0.8660254037844384,236.5,250.0,246.88,244.46,246.34833333333336,7.067870966563835,3.33,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kandy,Kandy,248.4,2024,12,297.0,0.8,4,0,0,0,-2.4492935982947064e-16,1.0,244.38,236.5,250.0,243.62666666666667,245.46333333333334,6.781455104424803,1.64,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,251.25,2024,12,297.0,0.8,4,0,0,0,-2.4492935982947064e-16,1.0,248.4,244.38,236.5,243.09333333333333,244.52,6.05343979348347,1.15,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,243.12,2025,2,300.0,1.2,1,0,0,0,0.8660254037844386,0.5000000000000001,251.25,248.4,244.38,248.01,246.235,3.4515648624929964,-3.24,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,246.67,2025,2,300.0,1.2,1,0,0,0,0.8660254037844386,0.5000000000000001,243.12,251.25,248.4,247.59,245.60833333333332,4.1250818173699475,1.46,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,254.33,2025,3,300.0,1.3,1,0,0,0,1.0,6.123233995736766e-17,246.67,243.12,251.25,247.01333333333332,245.0533333333333,4.075859827487862,3.11,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kandy,Kandy,248.8,2025,3,300.0,1.3,1,0,0,0,1.0,6.123233995736766e-17,254.33,246.67,243.12,248.04,248.02499999999998,5.729197151433727,-2.17,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Hanguranketha,240.0,2025,3,300.0,1.3,1,0,0,0,1.0,6.123233995736766e-17,248.8,254.33,246.67,249.9333333333333,248.76166666666668,3.9537619216804223,-3.54,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,258.06,2025,4,300.0,1.5,2,1,0,0,0.8660254037844387,-0.4999999999999998,240.0,248.8,254.33,247.71000000000004,247.36166666666668,7.2269149711336835,7.53,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kandy,Kandy,250.0,2025,5,300.0,1.4,2,1,0,0,0.49999999999999994,-0.8660254037844387,258.06,240.0,248.8,248.95333333333335,248.49666666666667,9.030976322266042,-3.12,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,255.0,2025,5,300.0,1.4,2,1,0,0,0.49999999999999994,-0.8660254037844387,250.0,258.06,240.0,249.35333333333332,249.64333333333335,9.047349519794736,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kandy,Kandy,264.8,2025,6,300.0,1.3,2,1,0,0,1.2246467991473532e-16,-1.0,255.0,250.0,258.06,254.35333333333332,251.03166666666667,4.0687262544107625,3.84,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matale,Matale,260.8,2025,6,300.0,1.3,2,1,0,0,1.2246467991473532e-16,-1.0,264.8,255.0,250.0,256.59999999999997,252.77666666666667,7.528612089887407,-1.51,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,251.5,2025,6,300.0,1.3,2,1,0,0,1.2246467991473532e-16,-1.0,260.8,264.8,255.0,260.2,254.77666666666667,4.927473997901948,-3.57,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kandy,Kandy,263.0,2025,7,301.0,1.2,3,1,0,0,-0.4999999999999997,-0.8660254037844388,251.5,260.8,264.8,259.03333333333336,256.6933333333333,6.823733093646966,4.57,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,255.69,2025,7,301.0,1.2,3,1,0,0,-0.4999999999999997,-0.8660254037844388,263.0,251.5,260.8,258.43333333333334,257.51666666666665,6.10437001936585,-2.78,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kandy,Kandy,255.75,2025,8,302.0,1.1,3,1,0,0,-0.8660254037844385,-0.5000000000000004,255.69,263.0,251.5,256.73,258.465,5.820111682777119,0.02,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,253.75,2025,8,302.0,1.1,3,1,0,0,-0.8660254037844385,-0.5000000000000004,255.75,255.69,263.0,258.1466666666667,258.59,4.20321702191696,-0.78,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuwara Eliya,Nuwara Eliya,253.75,2025,9,302.0,1.1,3,1,0,0,-1.0,-1.8369701987210297e-16,253.75,255.75,255.69,255.06333333333336,256.74833333333333,1.137775607636128,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Ampara,Ampara,75.75,2015,2,133.2,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,68.33,70.65,70.65,69.87666666666667,69.87666666666667,1.339452624519934,10.86,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Trincomalee,Trincomalee,64.33,2015,3,133.2,0.0,1,0,0,0,1.0,6.123233995736766e-17,75.75,68.33,70.65,71.57666666666667,71.345,3.795804701684919,-15.08,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Batticaloa,Batticaloa,67.8,2015,3,133.2,0.0,1,0,0,0,1.0,6.123233995736766e-17,64.33,75.75,68.33,69.47,69.94200000000001,5.794721736200971,5.39,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Ampara,Ampara,74.35,2015,3,133.2,0.0,1,0,0,0,1.0,6.123233995736766e-17,67.8,64.33,75.75,69.29333333333334,69.585,5.85462495240586,9.66,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Trincomalee,Trincomalee,63.5,2015,4,133.2,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,74.35,67.8,64.33,68.82666666666665,70.20166666666667,5.088283928136605,-14.59,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Batticaloa,Batticaloa,66.3,2015,4,133.2,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,63.5,74.35,67.8,68.55,69.01,5.4637441374939915,4.41,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Ampara,Ampara,73.5,2015,4,133.2,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,66.3,63.5,74.35,68.05,68.67166666666667,5.632716928800875,10.86,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Ampara,Ampara,64.8,2015,5,133.2,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,73.5,66.3,63.5,67.76666666666667,68.29666666666667,5.15881123257416,-11.84,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Trincomalee,Trincomalee,63.85,2015,5,133.2,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,64.8,73.5,66.3,68.2,68.37499999999999,4.650806381693395,-1.47,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Batticaloa,Batticaloa,70.13,2015,5,133.2,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,63.85,64.8,73.5,67.38333333333334,67.71666666666667,5.318442754541347,9.84,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Trincomalee,Trincomalee,63.8,2015,6,136.3,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,70.13,63.85,64.8,66.26,67.01333333333334,3.385011078268434,-9.03,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Batticaloa,Batticaloa,72.0,2015,6,136.3,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,63.8,70.13,63.85,65.92666666666668,67.06333333333333,3.6402792933143706,12.85,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Trincomalee,Trincomalee,64.2,2015,7,136.3,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,72.0,63.8,70.13,68.64333333333333,68.01333333333334,4.297398437814824,-10.83,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Batticaloa,Batticaloa,62.4,2015,7,136.3,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,64.2,72.0,63.8,66.66666666666667,66.46333333333334,4.6231302526895535,-2.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Ampara,Ampara,59.5,2015,7,136.3,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,62.4,64.2,72.0,66.2,66.06333333333333,5.102940328869234,-4.65,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Trincomalee,Trincomalee,55.6,2015,8,136.3,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,59.5,62.4,64.2,62.03333333333333,65.33833333333332,2.371356854911045,-6.55,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Ampara,Ampara,58.52,2015,8,136.3,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,55.6,59.5,62.4,59.166666666666664,62.916666666666664,3.4122328955295185,5.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Trincomalee,Trincomalee,57.2,2015,9,136.3,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,58.52,55.6,59.5,57.873333333333335,62.03666666666666,2.0288256044652635,-2.26,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Ampara,Ampara,61.35,2015,9,136.3,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,57.2,58.52,55.6,57.10666666666666,59.57,1.4622357311096859,7.26,1,0,0,0,0,0,1,0,0,0,0,0,0,0
